CONTENT,SCORE,THUMBSUPCOUNT,REVIEWCREATEDVERSION,AT
"TRAVA MUITO, POR DIVERSAS VEZES NAO CONSIGO ACESSAR MINHAS ROTINAS",1,0,2.2.432925.0,2021-11-05 04:59:57
APLICATIVO LIXO NAO DA PRA ENTRAR AGENTE FAZ TUDO QUE MANDAR MAIS NO FINAL NAO DA EM NADA EU SO PERDI MEU TEMPO,1,0,2.2.432925.0,2021-11-05 01:37:00
APP EXTREMAMENTE LENTO E ARRASTADO,2,0,2.2.432925.0,2021-11-05 01:35:09
A ALEXA NAO SABE A DATA DO MEU ANIVERSARIO.,1,0,2.2.432925.0,2021-11-04 23:16:12
CARREGANDO ETERNAMENTE AS ABAS ECHO DOT N CONECTA AO WIFI...,1,3,2.2.432925.0,2021-11-04 22:39:04
ELE TINHA QUE SER EM PORTUGUES,2,0,2.2.432925.0,2021-11-04 21:56:46
"NAO CONSIGO ENTRAR, ESSE APLICATIVO ESTA HORRIVEL, COMPREI MINHA ALEXA HOJE, NAO CONSIGO USAR POR CAUSA DESSE LIXO DE APLICATIVO.",1,2,2.2.427576.0,2021-11-04 21:18:26
A NAVEGACAO QUANDO PROCURA UMA MUSICA OU TOCA ALGUMA RADIO NO APP E MUITO LENTA. QUASE NAO TOCA.,1,1,2.2.432925.0,2021-11-04 20:14:36
"ESTOU MIGRANDO DE TELEFONE E SIMPLESMENTE NAO POSSO USAR O APP PARA AS CONFIGURACOES DA MINHA ECHO DOT, POIS NAO FUNCIONA NO ANDROID 11. A TELA FICA PRETA APOS A TENTATIVA DE LOGIN. NO ANDROID 10 APRESENTA LENTIDAO E NAO CARREGA A PAGINA INICIAL.",1,16,2.2.432925.0,2021-11-04 20:10:17
"O APLICATIVO SIMPLESMENTE NAO ABRE, TELA PRETA E DEPOIS DE UM TEMPO DIZ QUE O TEMPO ESGOTOU, DEI UMA NAVEGADA NAS AVALIACOES E VI BASTANTE GENTE COM O MESMO PROBLEMA OU RECLAMANDO DE LENTIDAO E NENHUMA RESPOSTA DA DESENVOLVEDORA E NEM NADA, ENTREGUE A SORTE?",1,36,2.2.432925.0,2021-11-04 19:58:42
"AMO O APP, MAS ULTIMAMENTE A ALEXA ESTA COM DIFICULDADE DE ENTENDER, AS VZS OUVE E PARA NA MSM HORA...",2,1,2.2.430534.0,2021-11-04 19:31:54
"MUITO LENTO AS RESPOSTAS, CLICK EM UM ICONE E DEMORA MUITO PARA ABRIR. PELA ESTRUTURA DA EMPRESA FABRICANTE, O APLICATIVO PODERIA SER MELHOR.",2,2,2.2.432925.0,2021-11-04 18:50:04
PAROU DE FUNCIONAR EM TODOS OS CELULARES DA CASA.,1,4,2.2.432925.0,2021-11-04 17:24:34
AMAZON FAZ UMA NOVA ATUALIZACAO POR FAVOR,1,2,2.2.432925.0,2021-11-04 17:18:48
O APLICATIVO TRAVA MUITO NO CELULAR!,2,2,2.2.432925.0,2021-11-04 16:41:46
MUITO TOP ESSE APLICATIVO ALEXA,1,0,2.2.432925.0,2021-11-04 12:42:07
BOM,2,0,2.2.432925.0,2021-11-04 10:47:03
"HA DIAS QUE VENHO TENTANDO EDITAR AS ROTINAS E OS GRUPOS, NAO SALVA DE JEITO NENHUM. QUANDO EU CLICO EM ""SALVAR"" , A COR DO ""BOTAO"" , QUE E AZUL, FICA ALTERNANDO ENTRE AZUL E CINZA. O APP TAMBEM NAO ESTA ATUALIZANDO AS ALTERACOES REALIZADAS NOS APLICATIVOS DOS DISPOSITIVOS INTELIGENTES. EU AMO A ALEXA, MAS E FRUSTRANTE NAO CONSEGUIR REALIZAR AS PROGRAMACOES DE QUE PRECISO. NAO POSSO NEM REINSTALAR PORQUE PERDEREI TODAS AS ROTINAS QUE EU JA CRIEI. ",2,4,2.2.432925.0,2021-11-04 10:09:36
"NAO CONSIGO ENTRAR E LOGAR,QUERO SOLUCAO",2,1,2.2.432925.0,2021-11-04 08:49:38
INSTALEI O APP NO MEU CELULAR S9 PARA CONFIGURAR O ECHO DOT E ABRE UMA TELA PRETA E NAO SAI DISSO. MUITO RUIM  NAO CONSEGUI CONFIGURAR UM PRODUTO NOVO.,1,4,2.2.432925.0,2021-11-03 23:29:09
MUITO BUG,2,0,2.2.432925.0,2021-11-03 22:50:04
"A SKILL DO SPOTIFY PAROU DE FUNCIONAR COMPLETAMENTE DO NADA, VARIAS PESSOAS TAO RECLAMANDO DO MESMO PROBLEMA NAS AVALIACOES DA SKILL, POR FAVOR ARRUMEM!",2,2,2.2.433151.0,2021-11-03 22:25:36
ESTA O DIA TODO COM PROBLEMA.. NAO FUNCIONA O APP! DIZ QUE ESTA DEMORANDO DEMAIS PARA RESPONDER,1,2,2.2.432925.0,2021-11-03 20:20:24
"ESTOU VENDO VARIOS COMENTARIOS COMO O MEU AGORA. ESTA QUASE IMPOSSIVEL DE UTILIZAR O APP AQUI NO MEU S20FE. DELAY INACREDITAVEL NAS FUNCOES ! OUTRAS NEM ABREM. NAO CONSIGO FAZER NADA FUNCIONAR! FICA ESPERANDO, ESPERANDO E NADA. NAO DA NEM PRA CONFIGURAR A ECHODOT, QUE SO ESTA FUNCIONANDO GRACAS AO FIZ HA TEMPOS ATRAS. GENTE! VAMOS CONSERTAR ISSO? TENHO CERTEZA QUE TEM GENTE CAPAZ AI.",2,11,2.2.433151.0,2021-11-03 20:08:45
"PESSIMO APP, CONFIGURACAO CONFUSA, TRAVA O TEMPO TODO.",1,2,2.2.432925.0,2021-11-03 20:07:20
NAO ABRE O APP PEDE O LOGIN E A TELA FICA PRETA,1,1,2.2.432925.0,2021-11-03 19:21:19
"APP NAO FUNCIONA, TENHO 3 ECHO STUDIOS E MAIS A FIRE 4K E NADA FUNCIONA DIREITO! DESANIMADOR! NAO INDICO A NINGUEM!",1,0,2.2.432925.0,2021-11-03 18:58:41
PAROU DE FUNCIONAR,2,0,2.2.432925.0,2021-11-03 18:57:08
ATUALIZEM O APP. PAROU DE FUNCIONAR COM A ULTIMA ATUALIZACAO DO ANDROID!!!,1,1,2.2.432925.0,2021-11-03 17:48:45
NAO RECONHECE NENHUM DISPOSITIVO DE DOIS DIAS PRA CA. O APP ESTA LENTO E APRESENTA FALHAS CONSTANTEMENTE.,1,5,2.2.432925.0,2021-11-03 14:16:09
"A OPCAO DE AUDIOBOOK FICA VOLTANDO E REPETINDO, JA ATUALIZEI VARIAS VEZES E ESSE BUG CONTINUA ",1,0,2.2.416420.0,2021-11-03 12:43:22
"AO LOGAR NO APP A TELA FICA PRETA E DEPOIS DE UM TEMPO ASSIM, APARECE A MENSAGEM: CONEXAO ATINGIU O TEMPO LIMITE",1,5,2.2.432925.0,2021-11-03 11:31:03
"APLICATIVO MUITO LENTO, COM ALGUNS ERROS",1,0,2.2.432925.0,2021-11-03 09:52:54
PAROU DE FUNCIONAR O APLICATIVO. NAO CONSIGO ENTRAR EM NADA.,1,1,2.2.432925.0,2021-11-03 09:02:12
NAO TO CONSEGUINDO ABRIR MINHAS ROTINAS DEPOIS DA ATUALIZACAO,1,1,2.2.432925.0,2021-11-03 08:44:54
MUITO PESADO E LERDO,2,0,2.2.432925.0,2021-11-03 08:07:36
"EU ESTOU MUITO DECEPCIONADA COM O APLICATIVO PORQUE SIMPLESMENTE LEVA UMA ETERNIDADE PARA ABRIR OU SEJA E MUITO LENTO, EU GOSTARIA QUE ISSO FOSSE CORRIGIDO POIS E FRUSTRANTE TENTAR CONTROLAR OS DISPOSITIVOS INSTALADOS E TER QUE ESPERAR UMA ETERNIDADE PARA QUE O APLICATIVO FUNCIONE",2,12,2.2.432925.0,2021-11-03 04:18:01
"O APLICATIVO E SEMPRE LENTO. AGORA, ESTA COM ALGUM PROBLEMA, MOSTRA MENSAGEM ""HOUVE UM PROBLEMA"" EM TODOS OS DISPOSITIVOS (NAO RECONHECE NENHUM DELES), NAO ATUALIZA OS GRUPOS, AS LISTAS, NAO CARREGA AS ROTINAS, NADA. SORTE QUE, POR ENQUANTO, O ECHO ESTA FUNCIONANDO",2,25,2.2.432925.0,2021-11-03 01:41:42
"MUITO RUIM, TRAVA O TEMPO TODO, CONFIRMA AS INFORMACOES E NAO VAI, COLOCA ON O DESPERTADOR E O COMANDO NAO FUNCIONA. DEVERIAM DEIXAR O APP MAIS FLUIDO E COM MELHOR FUNCIONAMENTO!",2,5,2.2.432925.0,2021-11-03 01:36:07
"APP NAO FUNCIONA NO MEU CELULAR, QUANDO ACESSO, A TELA FICA PRETA, DEPOIS DE ALGUM TEMPO, MOSTRA UM AVISO DE QUE O TEMPO EXCEDEU.",1,8,2.2.433151.0,2021-11-02 23:50:08
"ALGUMAS APLICACOES NAO FUNCIONAM PORTUGAL, NAO FORNECE 100 PORCENTO DE INFORMACOES DE PESQUISA, QUANDO FALA, ALGUMAS PALAVRAS NAO SE PERCEBE. PIOR COMPRA.",1,10,2.2.432925.0,2021-11-02 23:23:32
"MUITO DIFICIL FAZER LOGIN NESSE APP, ESTOU TENTANDO ENTRAR FAZ TEMPO,DIGITO A SENHA CORRETA E DIZ QUE ESTA ERRADO.. SE CONTINUAR ASSIM VOU EXCLUIR",1,3,2.2.433151.0,2021-11-02 21:48:36
"O APP ERA BOM, UM POUCO LENTO MAS FUNCIONAVA. AGORA ELE NAO ABRE MAIS. SIMPLESMENTE DA ERRO AO INICIAR E NAO ABRE. JA FORCEI PARADA, DESINSTALEI E NADA. AGORA NAO CONSIGO MAIS ACESSAR AS CONFIGURACOES DA MINHA ECHO DOT",2,8,2.2.432925.0,2021-11-02 20:00:38
"FUNCIONAL, ENTRETANTO NO MOMENTO NAO ESTA FUNCIONANDO. EM 3 SMARTPHONES O APLICATIVO ABRE, MAS NO MOMENTO DO LOGIN FICA TELA PRETA E LOGO APARECE NOTIFICACAO DE EXPIRACAO DE TEMPO. GOSTARIA DE SUPORTE.",2,24,2.2.433151.0,2021-11-02 19:42:08
EXTREMAMENTE LENTO,1,0,2.2.432925.0,2021-11-02 13:55:35
HA DOIS DIAS O APLICATIVO PAROU DE ACESSAR OS DISPOSITIVOS QUANDO O CELULAR TA CONECTADO POR WIFI. SO ACESSA CORRETAMENTE QUANDO UTILIZADO DADOS MOVEIS (4G),2,2,2.2.432925.0,2021-11-02 13:25:38
ESTA BUGANDO TODA HORA E NAO CONSIGO BOTAR MUSICA NELE! PFVR ME DIGAM O QUE FAZER,1,0,2.2.432925.0,2021-11-02 11:30:56
"A 3 DIAS QUE MEU APP NAO ABRE MAIS, SO APRESENTA A INFORMACAO ""A CONEXAO ATINGIU TEMPO LIMITE, TENTE NOVAMENTE MAIS TARDE"" NAO SEI O QUE ESTA ACONTECENDO, POREM ACONTECEU DEPOIS DA ATUALIZACAO DO APP. PRECISO DE AJUDA.",1,18,2.2.432925.0,2021-11-02 11:20:11
"PAROU DE FUNCIONAR. APOS LOGIN, A TELA FICA TODA PRETA. TENTEI CONTATO COM O DESENVOLVEDOR, MAS NINGUEM RESPONDE.",1,3,2.2.432925.0,2021-11-02 10:02:10
PESSIMO APP MUITO PESSIMO NOTA 1 TRILHAO ABAIXO DE ZERO ... NAO CONECTA A ECHO AI WI-FI NUNCA . INFELIZMENTE UM ERRO GRAVISSIMO PARA O TAMANHO DA AMAZON.,1,2,2.2.432925.0,2021-11-02 09:53:16
RHOD,1,0,2.2.432925.0,2021-11-02 07:23:27
PAROU TOTALMENTE DE FUNCIONAR. O APP NEM ABRE MAIS. ANTES HAVIA DESCONECTADO O ECHO DOT. AGORA NEM ABRE.,1,6,2.2.432925.0,2021-11-01 23:55:53
"ESTOU ACHANDO O APLICATIVO PESSIMO. MUITO LENTO, VIVE TRAVANDO. ALEM DISSO, TIVE QUE TROCAR O NOME DO MEU WI-FI E NAO CONSIGO RECONFIGURAR MEU DISPOSITIVO ECHO DOT.",1,4,2.2.432925.0,2021-11-01 23:45:39
TRAVOU. JA DESINSTALEI E REINSTALEI E NADA. APENAS TELA PRETA.,2,0,2.2.432925.0,2021-11-01 23:19:14
"EXTREMAMENTE LENTO, MEU CELULAR E DE ULTIMA GERACAO, MINHA INTERNET E EXCELENTE, MAS DEMORO UMA ETERNIDADE PARA CRIAR UMA ROTINA, AS VEZES TENHO QUE FECHAR O APP E RECOMECAR A CONFIGURACAO",1,8,2.2.432925.0,2021-11-01 22:10:04
"SO N DOU 0 ESTRELAS PORQUE NAO PODE, FUI PEDIR UMA MUSICA DE KPOP E ELA DISSE QUE NAO TINHA, SENDO QUE TINHA. EU SO FALO UMA COISA E O PIOR ROBO QUE EU JA VI EM TODA A HISTORIA DA MINHA VIDA. ACHEI QUE A AMAZON ERA MELHOR QUE ISSO...",1,1,2.2.432925.0,2021-11-01 19:46:06
O APLICATIVO NAO FUNCIONA NO WI-FI. CONSEGUI INSTALAR NA MINHA REDE DE DADOS DA MINHA OPERADORA. HA ALGUM PROBLEMA COM ESTA VERSAO. O MEU AMIGO TEM UMA VERSAO ANTERIOR E FUNCIONA NORMALMENTE.,1,9,2.2.432925.0,2021-11-01 19:04:01
"ELA MAL ME COMPREENDE, SE LIMITA A FAZER BUSCAS COMO A GOOGLE ASSISTENTE E QUASE NUNCA SABE NADA DO QUE PERGUNTO.",2,0,2.2.432925.0,2021-11-01 18:36:54
QUANDO VOU LIGAR NO APP APARECE UMA TELA PRETA E FICA NELA PARA SEMPRE,1,0,2.2.432925.0,2021-11-01 17:57:18
APLICATIVO FICA FECHANDO.,1,0,2.2.432925.0,2021-11-01 14:12:58
LIXO .PEDE SENHA UMAS 50VEZES E FALA QUE A SENHA E INVALIDA,1,0,2.2.432925.0,2021-11-01 13:21:35
"APLICATIVO LENTO , CHEGA SER IRRITANTE... COMO UMA GIGANTE COMO A AMAZON PERMITE UM APLICATIVO TAO LENTO... TENHO DUAS ECO DOTS E AUTOMACAO RESIDENCIAL MAS O USO DO APP ANDROID E HORRIVEL! DE HORRIVEL PARA LIXO ... INFELIZMENTE NAO ENTENDO PORQUE A AMAZON LIBERA UM APLICATIVO QUE CHEGA SER IRRITANTE DE LERDO...",1,12,2.2.432925.0,2021-10-31 23:41:42
LERDANDO DIRETO TA PESADO DEMAIS,1,0,2.2.432925.0,2021-10-31 23:28:15
"CARA FALA SERIO, SE ESSE BARULHO IRRITANTE VEIO DE UMA ATUALIZACAO, SO TIRA LOGO PORQUE TA PASSANDO VERGONHA. RIDICULO ESSE TOQUE QUANDO VC CHAMA A ALEXA, PARECE QUE ELA ESTA ESTRAGADA",1,5,2.2.432925.0,2021-10-31 23:11:38
NAO CONSIGO ABRIR MINHAS ROTINAS,1,0,2.2.432925.0,2021-10-31 22:32:31
"MEU APLICATIVO PAROU DE FUNCIONAR, FICA A TELA PRETA.",1,1,2.2.432925.0,2021-10-31 21:00:41
NAO TEM SUPORTE PARA TVS PHILCO !,2,0,2.2.432925.0,2021-10-31 16:10:26
A ALEXA E MALDITA NAO BAIXEI AAAAAAA FUI,1,0,2.2.432925.0,2021-10-30 19:14:12
"APP LENTO, CHEIO DE BUGS",2,21,2.2.432925.0,2021-10-30 16:31:22
APP LENTO E DE BAIXA RESPONSIVIDADE. DEMORA ANOS PRA RESPONDER A UM COMANDO. ALEM DISSO NAO CONSIGO POR MEU CELULAR PRA REALIZAR CHAMADAS POR ELE. UOOOOO,2,3,2.2.432925.0,2021-10-30 14:16:50
"APP FEITO PRA  USAR. AMAZON TA TENTANDO COBRIR O BURACO DEIXADO PELA APPLE, ENTREGANDO  COM PERFUME E UMA ROUPA BONITA.",1,0,2.2.432925.0,2021-10-30 12:10:38
MUITO PESSIMO,1,0,2.2.432925.0,2021-10-30 07:05:25
NAO DA PRA CRIAR A CONTA,1,0,2.2.432925.0,2021-10-29 18:18:12
"ATE O MOMENTO EU NAO ESTOU GOSTANDO, TEM QUE APERTA O BOTAO PRA ACIONAR A ALEXA E O AUDIO DO SAP ESTA SAINDO MUITO BAIXO, POR HORA NAO ESTOU GOSTANDO.",1,4,2.2.432925.0,2021-10-29 11:26:01
AS VEZES NAO FUNCIONA OU PARA AS MUSICAS,2,0,2.2.430534.0,2021-10-29 06:21:11
LIXO.,1,0,2.2.432925.0,2021-10-29 03:12:16
"ALEM DAS FUNCIONALIDADES SEREM RIDICULAS, NAO SERVE PRA NADA.",1,0,2.2.432925.0,2021-10-29 00:04:10
"O APP E BEM COMPLETO E RELATIVAMENTE SIMPLES DE USAR, COM AS FUNCOES BASICAS SEPARADAS NAS ABAS EMBAIXO. MAS SE QUISER FAZER ALGUMA OUTRA COISA MAIS PERSONALIZADA, PRECISA MEXER E IR PROCURANDO, TEM VARIAS FUNCOES LEGAIS QUE NAO ESTAO TAO SIMPLES DE ENCONTRAR. O PRINCIPAL PROBLEMA E O DELAY MUITO GRANDE QUE O APP TEM, VC CLICA E ESPERA...PRA TODA E QUALQUER FUNCAO! ALEM DISSO TEM VARIAS FALHAS NA PERSONALIZACAO DAS ROTINAS, PROBLEMAS COM ACIONAMENTO DE DISPOSITIVOS EM SUBGRUPOS, ENTRE OUTROS.",2,167,2.2.432925.0,2021-10-28 23:54:06
"PODERIA LIBERAR TODAS OPCOES DO APP QUE TEM FORA DO BRASIL, APENAS ALGUMAS OPCOES SAO LIBERADAS PRO BRASIL, PODERIA LIBERAR TODAS...",1,4,2.2.430534.0,2021-10-28 15:29:20
"RUIM... DO NADA PARA DE TOCAR AS MUSICAS E PODCASTS... E DEMORA DEMAIS PARA ABRIR O APP E MESMO ABERTO, DEMORA PARA RESPONDER...",1,6,2.2.430534.0,2021-10-28 12:44:50
NAO CONSIGO GRAVAR O COMANDO DE VOZ,1,0,2.2.432925.0,2021-10-28 06:40:38
"MUITO LENTO , FORA ISSO BELEZA",2,0,2.2.430534.0,2021-10-27 20:07:11
E BEM LENTO E O MENU E POUCO INTUITIVO E SEM HELP PROS TERMOS USADOS. CARECE DE TUTORIAL... NAO ENTENDO COMO A AMAZON NAO INVESTE EM APPS MELHORES... PARECE ESTAGNADA EM UM MODELO FALHO E ULTRAPASSADO. DESISTI DO AMAZON MUSIC POR CAUSA DESSE APP; ELE INTEGRA COM SPOTIFY MAS NAO COM AMAZON PRIME MUSIC... VAI SABER...,2,17,2.2.430534.0,2021-10-27 10:37:37
ORIVEL PASSEI HORAS TENTANDO CRIAR A CONTA MAS NAO VAI OLHEI TUTORIAL JA QUE EU NAO ESTAVA CONSEGUINDO MAS ANO ADIANTADA ORIVEL NAO BAIXEM.,1,0,2.2.430534.0,2021-10-26 16:21:10
"NAO CONSIGO CONFIGURAR ECHO SHOW 8 COM O APLICATIVO, E NAO ENCONTRO INFORMACOES NENHUMA",1,0,2.2.430534.0,2021-10-26 14:19:13
IMPRESSIONANTE COMO A ECHO E TAO BOA E O APLICATIVO TAO RUIM. TRAVA O TEMPO TODO NO GALAXY S20 PLUS.,1,4,2.2.430534.0,2021-10-26 07:26:35
O ALARME PODERIA TER A OPCAO DE COLOCAR PRA TE ACORDAR COM UMA PLAYLIST DO SPOTIFY OU AMAZON MUSIC A SUA ESCOLHA E ASSIM COMECA O DIA MAIS ANIMADO OU NA SUA FOLGA PODER FICAR DE BOA OUVINDO UNS MUSICA LOGO PELA MANHA.,2,2,2.2.430534.0,2021-10-26 05:08:19
APP HORRIVEL,1,0,2.2.430534.0,2021-10-26 04:54:07
HORRIVELLLLL,1,0,2.2.423409.0,2021-10-25 20:19:51
ATE AGORA NAO VI NADA QUE ELA FAZ NE FALA NADA,2,0,2.2.430534.0,2021-10-25 12:19:24
O BIXA MACUMBEIRA ADIVINHA O QUE QUE EU TO PESANDO SO MEU NETINHO COMPROU ESSE TAL DE ECHO PRA MIM MAS EU MANDEI PROS QUINTAR DO JOALZIM PRA DAR PRO HOME SO,1,1,2.2.430534.0,2021-10-25 11:21:27
ESTA EM INGLES MESMO MONDADO IDIOMA,1,0,2.2.430534.0,2021-10-25 10:21:51
MUITO LENTO.....!,2,0,2.2.430534.0,2021-10-25 08:53:35
VOU CONHECER AINDA,2,0,2.2.430534.0,2021-10-24 15:34:44
"HORRIVEL PLATAFORMA DE CONFIGURACAO, UMA VERGONHA, SAO MAIS DE 4 HORAS JA PRA TENTAR CONFIGURAR UM DISPOSITIVO ECHO 8 SHOW E NAO DA CERTO, ALEM DE TER QUE PAGAR NADA FUNCIONA DIREITO JA PLATAFORMA DE CONFIGURACAO, PIOR SISTEMA JA UTILIZADO NA MINHA VIDA, VOCES PRECISAM MODIFICAR URGENTEMENTE ISSO!",1,27,2.2.430534.0,2021-10-24 12:00:54
COMO EU TENHO UMA SENHA AMAZON? ,1,0,2.2.430534.0,2021-10-24 09:59:27
LENTO,1,0,2.2.430534.0,2021-10-24 09:55:28
MUITO COMPLICADO DE MEXER E LENTO PARA EXECUTAR AS FUNCOES,2,0,2.2.427576.0,2021-10-24 09:35:48
"NAO CONSIGO FAZER LOGIN NO APP. AO TENTAR FAZER O LOGIN, O APP FECHA SOZINHO.",1,1,2.2.430534.0,2021-10-23 15:58:12
"PESSIMO. NAO PERCAM TEMPO DE ABAIXAR ISSO, NAO FUNCIONA, TRAVA, NAO TOCA A MUSICA CERTA, PIOR APP Q EU VI .",1,6,2.2.430534.0,2021-10-23 15:32:47
LIXO TOTAL,1,0,2.2.427576.0,2021-10-22 22:07:03
RECONHEU O MEU DISPOSITIVO COMO SE FOSSE DA 2a GERACAO. SENDO QUE O MEU E DA 4a GERACAO. NAO CONSIGO ACIONAR O RELOGIO.,2,3,2.2.430534.0,2021-10-22 19:18:13
"DO NADA MEU EVHODOT VOLTOU AS CONFIGURACOES DE FABRICA DE MADRUGADA. 3 O APLICATIVO DO CELULAR PEDE LOGIN, QUANDO COLOCO MINHA SENHA ELE SIMPLESMENTE FECHA. JA ATUALIZEI E NADA",2,7,2.2.430534.0,2021-10-22 10:29:15
"NAO FUNCIONA DEVIDAMENTE. ESSE SERVICO NAO ENTREGA TUDO AQUILO QUE OFERECE, PRINCIPALMENTE EM TERMOS DE RECONHECIMENTO DE COMANDOS E DE EFICIENCIA.",2,1,2.2.427576.0,2021-10-22 10:15:25
BUGADO,1,0,2.2.430534.0,2021-10-21 22:35:19
"LIXO. SE COLOCAR SEU BEBE P DORMIR, ELA VAI ACORDA-LO COM ALGUM ANUNCIO INUTIL. PODE TER CERTEZA, ELA SABE COMO IRRITAR!",1,0,2.2.427576.0,2021-10-21 14:52:21
NAO FUNCIONA NO MULTIMIDIA TS18,1,0,2.2.427576.0,2021-10-21 14:20:35
"ALEXA PERDEU TODOS OS LEMBRETES, JA E A 3 VEZ! MUITO DECEPCIONANTE. PRA MIM UMA FUNCIONALIDADE ESSENCIAL. SE CONTINUAR ASSIM MUITO DIFICIL INDICAR ECHO DOT E VOU TROCAR PARA A DA CONCORRENTE.",1,8,2.2.430534.0,2021-10-21 09:27:38
PODE MELHORAR MUITO LENTO. CONFUSO PAREAR E MANTER NOVOS DISPOSITIVOS EM GRUPO. MUITO BAGUNCADO PRA MEXER. NAO INTEGRA OUTROS APP DO GRUPO. AINDA TEM MUITO A MELHORAR.,2,5,2.2.430534.0,2021-10-20 19:26:41
TENTO ABRIR A CAMERA E O APP CAI E TEM QUE VOLTAR A TENTAR MUITAS VEZES ESPERO QUE ATUALIZEM POIS ANTES FUNCIONAVA BEM SE MELHORAR EU VOLTO COMENTAR POR AGORA 2 ESTRELAS,2,0,2.2.430534.0,2021-10-20 13:37:37
"PODERIA SER MUUIITOOO MELHOR O APP! MUITO BASICO. NADA INTUITIVO, BEM CONFUSO.",1,0,2.2.427576.0,2021-10-20 12:53:35
ALEXA DEVER SER MUITO BOM. MAIS QUE PENA NAO TEM COMO USAR ELA COM MAOS LIVRES E SEM PRECISAR ECHO DOT. ERA PRA TER FORMA FACIL. E COM ESSE SISTEMA PARA ANDROID SEM NENHUMA BUROCRACIA. AGUARDO RESPOSTAS,2,2,2.2.426944.0,2021-10-19 23:25:23
"TROQUEI O PROVEDOR DE INTERNETE A ALEXA NAO SE CONECTA MAIS, APESAR DE TER FEITO O LOGIN NA MINHA CONTA NA AMAZON (REAL DONA DA ALEXA).",2,0,2.2.427576.0,2021-10-19 19:51:44
NAO REPRODUZ ADEQUADAMENTE DO ECHO,1,0,2.2.427576.0,2021-10-19 19:20:07
O APP TRAVA MUITO,1,0,2.2.427576.0,2021-10-19 12:53:41
"APLICATIVO LENTO E QUANDO VOCE PEDE PRO DISPOSITIVO REPRODUZIR RADIO. NAO SE CONSEGUE CONTROLAR O VOLUME PELO APP. PESSIMO PARA MUSICA AMBIENTE A NOITE, VOLUME 1 E MUITO ALTO.",2,1,2.2.427576.0,2021-10-19 00:08:26
"PODIA TER OPCAO DE DESATIVAR LED DO RELOGIO POR AGENDAMENTO, IGUAL A ROTINA DE CONTROLAR VOLUME. VARIOS ERROS DE EXECUCAO DIZENDO MULTIPLOS ITENS CHAMANDO X MAS NAO EXISTE MULTIPLOS",2,0,2.2.427576.0,2021-10-18 23:17:18
OTIMA,1,0,2.2.427576.0,2021-10-18 14:47:16
"NAO CONSEGUI ENTRAR NO APP, PQ MEUS DADOS ESTAO DANDO ERRADO SENDO Q EU USO ELES PARA TUDO. ODIEI",1,0,2.2.427576.0,2021-10-18 12:00:27
PESSIMO,1,0,2.2.427576.0,2021-10-18 06:25:23
"ABUSO, COMPREI UM FIRE TABLET 2021 E ESSA COISA NAO FUNCIONA SOMENTE NO SITE TABLET DA PROPRIA AMAZON PIADA COM A CARA DO CONSUMIDOR???",1,0,2.2.427576.0,2021-10-17 18:02:51
NAO CONSIGO INSTALAR OUTRO ECHO DOTH,2,0,2.2.427576.0,2021-10-17 13:51:04
O APLICATIVO E MUITO COMPLICADO,1,0,2.2.427576.0,2021-10-17 12:08:39
"APLICATIVO RUIM, LENTO, TRAVA O TEMPO TODO, IMPOSSIVEL DE SER UTILIZADO.",1,0,2.2.427576.0,2021-10-17 11:19:53
NAO CONSIGO CONFIGURAR PRA ELA FAZER CHAMADAS DE EMERGENCIA PRA TELEFONES DIRETOS,1,0,2.2.427576.0,2021-10-17 09:09:58
"NAO FUNCIONA O SPOTIFY PELO APP, SIMPLESMENTE A ALEXA NAO ENCONTRA",2,0,2.2.427576.0,2021-10-17 03:31:52
PARA AUTOMATIZAR CONVEM QUE ACHE UM BOM PROFISSIONAL PARA EVITAR DOR DE CABECA.,2,0,2.2.427576.0,2021-10-17 00:46:06
"AFF, NO TABLET AMAZON FIRE 7 NAO PEGA.",2,0,2.2.427576.0,2021-10-16 20:26:09
ALEXA IS THE MORE UNSEFULL DONGLE I'VE HAVE SEEN.,1,0,2.2.427576.0,2021-10-16 20:24:10
"NADA DEMAIS, NADA AMIGAVEL",2,0,2.2.427576.0,2021-10-16 15:14:16
MAIS OU MENOS. NAO GOSTEI DOS LEMBRETES. E MUITO SIMPLES.,2,0,2.2.427576.0,2021-10-16 12:41:42
MUITO COMPLICADO PARA CONFIGURAR O YOUTUBE COMO TOCADOR DE MUSICA. AS MUSICAS SAO LIMITADAS E AS VERSOES MUITO RUINS,2,0,2.2.427576.0,2021-10-16 12:33:01
INTELIGENCIA ARTIFICIAL LIMITADA. APARELHO E SOFTWARE RUINS.,1,0,2.2.427576.0,2021-10-16 10:20:56
